"sr_number","sr_type","sr_short_code","created_department","owner_department","status","origin","created_date","last_modified_date","closed_date","street_address","city","state","zip_code","street_number","street_direction","street_name","street_type","duplicate","legacy_record","legacy_sr_number","parent_sr_number","community_area","ward","electrical_district","electricity_grid","police_sector","police_district","police_beat","precinct","sanitation_division_days","created_hour","created_day_of_week","created_month","x_coordinate","y_coordinate","latitude","longitude","location"
"SR26-01530008","Stray Animal Complaint","EAE","311 City Services","Animal Care and Control","Open","Phone Call","2026-08-01T00:07:06.000","2026-08-01T00:07:08.000",,"7854 S PEORIA ST","Chicago","Illinois",,"7854","S","PEORIA","ST","false","false",,,"71","17","11","N041","2","06","0621","10",,"0","7","8","1171676.8047587126","1852459.9417626169","41.750613837647","-87.646472591664","
,  
(41.750613837647, -87.646472591664)"
"SR26-01530007","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:06:57.000","2026-08-01T00:31:18.000","2026-08-01T00:06:57.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530006","Blue Recycling Cart","SRRC",,"Streets and Sanitation","Open","Internet","2026-08-01T00:06:27.000","2026-08-01T00:06:30.000",,"1656 N FAIRFIELD AVE","Chicago","Illinois","60647","1656","N","FAIRFIELD","AVE","false","false",,,"24","26","5","J018","2","14","1421","32",,"0","7","8","1157687.957538492","1911144.747598752","41.911947000941","-87.696139500002","
,  
(41.911947000941, -87.696139500002)"
"SR26-01530005","Pothole in Street Complaint","PHF",,"CDOT - Department of Transportation","Open","Mobile Device","2026-08-01T00:06:27.000","2026-08-01T00:06:28.000",,"4101 N LEAMINGTON AVE",,,,"4101","N","LEAMINGTON","AVE","true","false",,"SR26-01501043","15","38","3","D012","2","16","1624","25",,"0","7","8","1141373.062093428","1926831.1407683336","41.955309000941","-87.755688000002","
,  
(41.955309000941, -87.755688000002)"
"SR26-01530004","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:06:16.000","2026-08-01T00:31:18.000","2026-08-01T00:06:16.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530003","Street Light Out Complaint","SFD","311 City Services","CDOT - Department of Transportation","Open","Phone Call","2026-08-01T00:06:15.000","2026-08-01T00:06:16.000",,"1122 N CENTRAL AVE","Chicago","Illinois","60651","1122","N","CENTRAL","AVE","true","false",,"SR26-01529728","25","29","6","B020","1","15","1511","15",,"0","7","8","1138725.3676198488","1907043.0876851655","41.901057000941","-87.765903000002","
,  
(41.901057000941, -87.765903000002)"
"SR26-01530002","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:05:34.000","2026-08-01T00:32:53.000","2026-08-01T00:05:35.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530001","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:05:14.000","2026-08-01T00:32:53.000","2026-08-01T00:05:14.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530000","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:05:01.000","2026-08-01T00:33:17.000","2026-08-01T00:05:02.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529999","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:04:54.000","2026-08-01T00:32:53.000","2026-08-01T00:04:54.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529998","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:04:14.000","2026-08-01T00:32:53.000","2026-08-01T00:04:15.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529997","Rodent Baiting/Rat Complaint","SGA",,"Streets and Sanitation","Open","Internet","2026-08-01T00:04:11.000","2026-08-01T00:04:14.000",,"7439 S LUELLA AVE","Chicago","Illinois","60649","7439","S","LUELLA","AVE","false","false",,,"43","7","12","V039","3","03","0333","2",,"0","7","8","1192578.7263319332","1855938.5469716415","41.75967600094","-87.569766000002","
,  
(41.75967600094, -87.569766000002)"
"SR26-01529996","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:04:07.000","2026-08-01T00:32:53.000","2026-08-01T00:04:07.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529995","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:03:24.000","2026-08-01T00:32:17.000","2026-08-01T00:03:25.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529994","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:03:21.000","2026-08-01T00:31:18.000","2026-08-01T00:03:22.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529993","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:02:30.000","2026-08-01T00:32:17.000","2026-08-01T00:02:30.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529992","Pothole in Street Complaint","PHF",,"CDOT - Department of Transportation","Open","Mobile Device","2026-08-01T00:02:22.000","2026-08-01T00:02:25.000",,"5048 W BERTEAU AVE",,,,"5048","W","BERTEAU","AVE","false","false",,,"15","38","3","D012","2","16","1624","25",,"0","7","8","1141652.3838342044","1927521.778226929","41.957199000941","-87.754644000002","
,  
(41.957199000941, -87.754644000002)"
"SR26-01529991","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:02:15.000","2026-08-01T00:32:17.000","2026-08-01T00:02:15.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529990","Garbage Cart Maintenance","SIE",,"Streets and Sanitation","Open","Internet","2026-08-01T00:01:59.000","2026-08-01T00:02:02.000",,"1656 N FAIRFIELD AVE","Chicago","Illinois","60647","1656","N","FAIRFIELD","AVE","false","false",,,"24","26","5","J018","2","14","1421","32",,"0","7","8","1157687.957538492","1911144.747598752","41.911947000941","-87.696139500002","
,  
(41.911947000941, -87.696139500002)"
"SR26-01529989","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:01:39.000","2026-08-01T00:32:17.000","2026-08-01T00:01:40.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529988","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:01:32.000","2026-08-01T00:32:53.000","2026-08-01T00:01:32.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529987","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:01:11.000","2026-08-01T00:31:18.000","2026-08-01T00:01:12.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529986","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:00:50.000","2026-08-01T00:32:17.000","2026-08-01T00:00:51.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529985","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:00:06.000","2026-08-01T00:32:53.000","2026-08-01T00:00:07.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529984","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T23:59:40.000","2026-08-01T00:32:53.000","2026-07-31T23:59:41.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"23","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529983","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T23:59:26.000","2026-08-01T00:32:17.000","2026-07-31T23:59:26.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"23","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529982","Tree Emergency","SEC","311 City Services","Streets and Sanitation","Completed","Phone Call","2026-07-31T23:59:21.000","2026-08-01T05:59:07.000","2026-08-01T05:59:07.000","3637 N MAGNOLIA AVE","Chicago","Illinois","60613","3637","N","MAGNOLIA","AVE","false","false",,,"6","44","4","M013","2","19","1923","16",,"23","6","7","1167389.0075869325","1924449.629088893","41.948253000941","-87.660117000002","
,  
(41.948253000941, -87.660117000002)"
"SR26-01529981","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T23:59:18.000","2026-08-01T00:32:17.000","2026-07-31T23:59:18.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"23","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529980","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T23:59:01.000","2026-08-01T00:32:53.000","2026-07-31T23:59:01.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"23","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529979","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T23:58:57.000","2026-08-01T00:32:53.000","2026-07-31T23:58:58.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"23","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529978","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T23:58:37.000","2026-08-01T00:32:53.000","2026-07-31T23:58:37.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"23","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529977","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T23:57:50.000","2026-08-01T00:32:53.000","2026-07-31T23:57:51.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"23","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529976","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T23:57:27.000","2026-08-01T00:32:17.000","2026-07-31T23:57:27.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"23","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529975","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T23:57:13.000","2026-08-01T00:32:53.000","2026-07-31T23:57:13.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"23","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529974","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T23:57:07.000","2026-08-01T00:32:53.000","2026-07-31T23:57:08.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"23","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529973","Tree Emergency","SEC",,"Streets and Sanitation","Completed","Mobile Device","2026-07-31T23:56:59.000","2026-08-01T09:29:58.000","2026-08-01T09:29:58.000","4504 W WILCOX ST",,,,"4504","W","WILCOX","ST","false","false",,,"26","28","6","E023","1","11","1113","22",,"23","6","7","1146342.3140162225","1899036.368967715","41.87894400094","-87.738129000002","
,  
(41.87894400094, -87.738129000002)"
"SR26-01529972","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T23:56:59.000","2026-08-01T00:31:18.000","2026-07-31T23:56:59.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"23","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529971","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T23:56:40.000","2026-08-01T00:32:17.000","2026-07-31T23:56:40.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"23","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529970","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T23:56:32.000","2026-08-01T00:32:53.000","2026-07-31T23:56:32.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"23","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529969","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T23:56:26.000","2026-08-01T00:32:17.000","2026-07-31T23:56:26.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"23","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
